id,observed_on,user_login,quality_grade,url,image_url,place_guess,latitude,longitude,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
56902129,2020-08-19,rameshdesai,research,https://www.inaturalist.org/observations/56902129,https://static.inaturalist.org/photos/90715414/medium.jpg,"Bijapur, IN-KA, IN",16.8926329259,75.6955556945,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
56926289,2020-08-19,n_p,research,https://www.inaturalist.org/observations/56926289,https://inaturalist-open-data.s3.amazonaws.com/photos/90776895/medium.jpeg,Mysuru,12.2695761549,76.6799309291,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
57184343,2020-08-22,rameshdesai,research,https://www.inaturalist.org/observations/57184343,https://static.inaturalist.org/photos/91192732/medium.jpg,"Bijapur, IN-KA, IN",16.8693977455,75.6934983563,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
57992240,2020-08-30,rameshdesai,research,https://www.inaturalist.org/observations/57992240,https://static.inaturalist.org/photos/92549350/medium.jpg,"Bijapur, Bijapur, KA, IN",16.8870669231,75.7045165357,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
58007533,2020-08-30,aneesh13,research,https://www.inaturalist.org/observations/58007533,https://static.inaturalist.org/photos/92576422/medium.jpeg,"Maruthi Nagar, Yelahanka, Bengaluru, Karnataka 560064, India",13.1095665833,77.6071879722,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
58224462,2020-08-21,bhanup,research,https://www.inaturalist.org/observations/58224462,https://inaturalist-open-data.s3.amazonaws.com/photos/92938243/medium.jpeg,"Canara Bank Layout, Rajiv Gandhi Nagar, Kodigehalli",13.0704008723,77.5771658868,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
60155223,2020-09-20,bhanup,research,https://www.inaturalist.org/observations/60155223,https://inaturalist-open-data.s3.amazonaws.com/photos/96166307/medium.jpeg,"31, Dhanalakshmi Layout, Virupakshapura, Bengaluru, Karnataka 560097, India",13.0682378889,77.5733248889,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
61660711,2020-09-27,suhelq,research,https://www.inaturalist.org/observations/61660711,https://inaturalist-open-data.s3.amazonaws.com/photos/98691154/medium.jpeg,"Mavallipura, Karnataka, India",13.1213716944,77.5277253889,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
61749569,2020-10-05,rameshdesai,research,https://www.inaturalist.org/observations/61749569,https://static.inaturalist.org/photos/98845892/medium.jpg,"Bijapur, Vijayapura, KA, IN",16.8593720673,75.7409441192,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
62784929,2020-10-17,kulbhushansingh,research,https://www.inaturalist.org/observations/62784929,https://inaturalist-open-data.s3.amazonaws.com/photos/100656924/medium.jpeg,"Basaveshwara Nagar Yelahanka, Nehru Nagar, Bengaluru, Karnataka 560064, India",13.0906079722,77.6072479722,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
63155340,2020-10-21,prashsagar,research,https://www.inaturalist.org/observations/63155340,https://inaturalist-open-data.s3.amazonaws.com/photos/101312879/medium.jpeg,Bisuvanahalli,13.2297096252,77.5450668335,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
63806551,2020-10-30,rameshdesai,research,https://www.inaturalist.org/observations/63806551,https://static.inaturalist.org/photos/102468934/medium.jpg,"Bijapur, Vijayapura, KA, IN",17.0463043917,75.7527242974,Karnataka,India,Cinco negritos,Lantana camara,common lantana,Plantae,50333
63938741,2020-11-01,rameshdesai,research,https://www.inaturalist.org/observations/63938741,https://static.inaturalist.org/photos/102716381/medium.jpg,"Bijapur, Vijayapura, KA, IN",16.906795199,75.5722144806,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
64914859,2020-11-15,megha_shashikanth,research,https://www.inaturalist.org/observations/64914859,https://static.inaturalist.org/photos/105025983/medium.jpg,"Lingarajapura Near Yelehanka, Bengaluru, KA, IN",13.1332111667,77.5468,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
65504903,2020-11-24,rameshdesai,research,https://www.inaturalist.org/observations/65504903,https://static.inaturalist.org/photos/105446312/medium.jpg,"Bijapur, Vijayapura, KA, IN",16.859505,75.7408616667,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
66730911,2019-12-28,a7v,research,https://www.inaturalist.org/observations/66730911,https://inaturalist-open-data.s3.amazonaws.com/photos/107641045/medium.jpeg,"Tumkur, IN-KA, IN",13.4324584113,77.3060365466,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
67072746,2020-11-10,fasiha,research,https://www.inaturalist.org/observations/67072746,https://inaturalist-open-data.s3.amazonaws.com/photos/108274981/medium.jpeg,"Vignana Kendra, Bengaluru, Karnataka, India",13.0859166667,77.5681194444,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
67848926,2021-01-10,rameshdesai,research,https://www.inaturalist.org/observations/67848926,https://static.inaturalist.org/photos/109727198/medium.jpg,"Bijapur, Vijayapura, KA, IN",16.6199639579,75.513364384,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
68315129,2021-01-19,conservation_desi,research,https://www.inaturalist.org/observations/68315129,https://static.inaturalist.org/photos/110588156/medium.jpeg,"Chamrajnagar, IN-KA, IN",11.7464276031,76.6889635194,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
68316323,2021-01-19,conservation_desi,research,https://www.inaturalist.org/observations/68316323,https://static.inaturalist.org/photos/110588215/medium.jpeg,"Kandegala, Karnataka, India",11.8051064573,76.7404795345,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
68317429,2021-01-19,conservation_desi,research,https://www.inaturalist.org/observations/68317429,https://static.inaturalist.org/photos/110590136/medium.jpeg,"Kandegala, Karnataka, India",11.7650158564,76.7374737002,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
68317977,2021-01-19,conservation_desi,research,https://www.inaturalist.org/observations/68317977,https://static.inaturalist.org/photos/110590918/medium.jpeg,"Bommalapura, Karnataka 571111, India",11.7351792986,76.7321756668,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
68594540,2021-01-25,conservation_desi,research,https://www.inaturalist.org/observations/68594540,https://static.inaturalist.org/photos/111112101/medium.jpeg,"Chamrajnagar, IN-KA, IN",11.6501975711,76.7301659379,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
68757210,2021-01-29,conservation_desi,research,https://www.inaturalist.org/observations/68757210,https://static.inaturalist.org/photos/111414561/medium.jpeg,"Bandipur, IN-KA-CJ, IN-KA, IN",11.6959594097,76.6411278304,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
69365629,2021-02-08,conservation_desi,research,https://www.inaturalist.org/observations/69365629,https://static.inaturalist.org/photos/112527762/medium.jpeg,"Bandipur, IN-KA-MY, IN-KA, IN",11.7667965917,76.3114547543,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
69540126,2021-02-14,poojarajdev,research,https://www.inaturalist.org/observations/69540126,https://inaturalist-open-data.s3.amazonaws.com/photos/112856176/medium.jpeg,"CPRI Staff Colony, Mathikere, Bengaluru, Karnataka 560012, India",13.0234683333,77.5711616667,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
69758338,2021-02-18,ajay_mouli,research,https://www.inaturalist.org/observations/69758338,https://static.inaturalist.org/photos/113266957/medium.jpg,"Prestige Wellington Park Road, Bengaluru, KA, IN",13.0558746912,77.5459373021,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
69910919,2021-02-21,poojarajdev,research,https://www.inaturalist.org/observations/69910919,https://inaturalist-open-data.s3.amazonaws.com/photos/113552717/medium.jpeg,"Bangalore, IN-KA, IN",13.1563542,77.4696593,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
70133767,2020-09-22,michelle_huet,research,https://www.inaturalist.org/observations/70133767,https://static.inaturalist.org/photos/113956662/medium.jpeg,"Melekote, Karnataka 561205, India",13.3861593078,77.6468248665,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
70303299,2021-02-28,conservation_desi,research,https://www.inaturalist.org/observations/70303299,https://static.inaturalist.org/photos/114736372/medium.jpeg,"Kodagu, IN-KA, IN",12.2314763954,75.6278289109,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
70817058,2021-03-04,hydroweaver,research,https://www.inaturalist.org/observations/70817058,https://static.inaturalist.org/photos/115196152/medium.jpeg,"Tower 2, Thigalarapalya, Hoodi, Bengaluru, Karnataka 560067, India",12.991429882,77.7282181755,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
74506164,2021-04-19,bhuvanvb,research,https://www.inaturalist.org/observations/74506164,https://inaturalist-open-data.s3.amazonaws.com/photos/121779712/medium.jpeg,Bengaluru,13.1227436066,77.6084136963,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
79256864,2021-05-18,sriranjiniraman,research,https://www.inaturalist.org/observations/79256864,https://static.inaturalist.org/photos/129802483/medium.jpeg,"5, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066, India",12.9705499722,77.745148,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
80074463,2021-05-24,ayushayush,research,https://www.inaturalist.org/observations/80074463,https://static.inaturalist.org/photos/132123486/medium.jpg,"Moodabidri Shirthady Road, Mudbidri, KA, IN",13.0749028333,75.00125,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
80843098,2021-03-06,shivaprakash,research,https://www.inaturalist.org/observations/80843098,https://inaturalist-open-data.s3.amazonaws.com/photos/132540230/medium.jpg,"Lingambudhi Lake, Lingambudhi Kere, Ramakrishnanagar, Mysuru, Karnataka 570023",12.269372,76.611978,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
83133636,2021-06-14,haneesh,research,https://www.inaturalist.org/observations/83133636,https://inaturalist-open-data.s3.amazonaws.com/photos/136510238/medium.jpeg,"Kengeri Satellite Town, Bengaluru, Karnataka, India",12.9150945315,77.4696979879,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
83756524,2021-06-19,haneesh,research,https://www.inaturalist.org/observations/83756524,https://inaturalist-open-data.s3.amazonaws.com/photos/137588129/medium.jpg,"Kengeri Satellite Town, Bengaluru, Karnataka, India",12.9150945315,77.4696979879,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
84720820,2021-06-20,shivaprakash,research,https://www.inaturalist.org/observations/84720820,https://inaturalist-open-data.s3.amazonaws.com/photos/139271634/medium.jpeg,"Huliyurdurga, Karnataka 572123, India",12.8255251,77.0348573,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
85647766,2021-06-23,siddharthfitwe,research,https://www.inaturalist.org/observations/85647766,https://static.inaturalist.org/photos/140953086/medium.jpeg,Jigani Lake,12.7959941422,77.6315995912,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
85872605,2021-07-05,vikasdprasad,research,https://www.inaturalist.org/observations/85872605,https://inaturalist-open-data.s3.amazonaws.com/photos/141366580/medium.jpeg,"D'souza Nagar, Dwaraka Nagar, Banashankari, Bengaluru, Karnataka 560085, India",12.9324504997,77.5320636997,Karnataka,India,Lantana,Lantana camara,common lantana,Plantae,50333
86364219,2021-07-10,purvavenezia,research,https://www.inaturalist.org/observations/86364219,https://inaturalist-open-data.s3.amazonaws.com/photos/142265378/medium.jpeg,"Purva Venezia, Yelahanka New Town, Bengaluru, Karnataka 560065, India",13.09764213,77.57022624,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
86519872,2021-07-11,vikasdprasad,research,https://www.inaturalist.org/observations/86519872,https://inaturalist-open-data.s3.amazonaws.com/photos/142546164/medium.jpeg,"Durga Parameshwari Nagar, Bangarappanagar, Hosakerehalli, Bengaluru, Karnataka, India",12.9244099997,77.5340465997,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
87353415,2021-07-17,vr512,research,https://www.inaturalist.org/observations/87353415,https://inaturalist-open-data.s3.amazonaws.com/photos/144009953/medium.jpeg,"114, Anish projects green county, Marasandra, Karnataka 563160, India",12.9717376029,77.8661266342,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
87377669,2021-07-17,rameshdesai,research,https://www.inaturalist.org/observations/87377669,https://static.inaturalist.org/photos/144054615/medium.jpeg,"Bhutnal Lake, Bijapur, Karnataka, India",16.8865018516,75.7099055128,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
87528476,2021-07-18,rameshdesai,research,https://www.inaturalist.org/observations/87528476,https://static.inaturalist.org/photos/144321116/medium.jpeg,"Bijapur, IN-KA, IN",17.114522,75.723634,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
87740185,2021-07-19,sanjay_pandita,research,https://www.inaturalist.org/observations/87740185,https://static.inaturalist.org/photos/144690881/medium.jpg,"Madikeri, Kodagu, KA, IN",12.4435082032,75.6992842165,Karnataka,India,馬櫻丹,Lantana camara,common lantana,Plantae,50333
88389019,2021-07-24,arvintrix,research,https://www.inaturalist.org/observations/88389019,https://inaturalist-open-data.s3.amazonaws.com/photos/145828880/medium.jpg,"B Hosahalli, Bengaluru, KA, IN",12.8507133333,77.7815633333,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
88490426,2021-07-24,karthikeyaeco,research,https://www.inaturalist.org/observations/88490426,https://inaturalist-open-data.s3.amazonaws.com/photos/146008688/medium.jpg,"Bengaluru, Karnataka, India",12.8061455422,77.5390222046,Karnataka,India,馬櫻丹,Lantana camara,common lantana,Plantae,50333
88818241,2021-07-27,aadyathammaiah,research,https://www.inaturalist.org/observations/88818241,https://inaturalist-open-data.s3.amazonaws.com/photos/146593342/medium.jpeg,"Koel's Pizzeria Cross, Road, Hanumanthappa Layout, Kyalasanahalli, Bengaluru, Karnataka 560077, India",13.0604558,77.657084,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
89155480,2019-08-19,harshithjv,research,https://www.inaturalist.org/observations/89155480,https://inaturalist-open-data.s3.amazonaws.com/photos/147197547/medium.jpeg,"Sammilan Shetty Butterfly Park, Belvai, Karnataka 574213, India",13.122776,74.993319,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
91270293,2021-08-13,haneesh,research,https://www.inaturalist.org/observations/91270293,https://inaturalist-open-data.s3.amazonaws.com/photos/150941137/medium.jpg,"Kengeri Satellite Town, Bengaluru, Karnataka, India",12.9150945315,77.4696979879,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
91279921,2021-08-14,haneesh,research,https://www.inaturalist.org/observations/91279921,https://inaturalist-open-data.s3.amazonaws.com/photos/150958079/medium.jpg,"Kengeri Satellite Town, Bengaluru, Karnataka, India",12.9150945315,77.4696979879,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
91836000,2021-08-20,shreya_rathore,research,https://www.inaturalist.org/observations/91836000,https://static.inaturalist.org/photos/151970703/medium.jpeg,"2GXH+2GR, Siddhartha Nagar, 2nd Stage, Bengaluru, Karnataka 560058, India",13.0481087,77.5278821,Karnataka,India,Lantana camara aculeata,Lantana camara aculeata,,Plantae,136410
